instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,npu_cache_hit,storage_cache_hit,prefix_cache_hit,tier_reload_source,evict_npu_to_cpu_bytes,evict_npu_to_cxl_bytes,load_cpu_to_npu_bytes,load_cxl_to_npu_bytes,evict_raw_bytes,evict_stored_bytes,evict_compression_ratio,harp_state_final,harp_stall_time_ns,harp_stall_events,harp_shadow_hit_tokens,harp_decode_tokens,harp_shadow_ratio,tier_transition_bytes_total
0,4,microsoft/Phi-mini-MoE-instruct,28,57,587870262,1757652334,1169782072,10563049,47119222,40095101,"[35660214, 33717439, 33717439, 33717439, 33717439, 33717439, 45210565, 34371044, 85939156, 35020441, 83820112, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 38137062, 36687638, 36687638, 36687638, 38568439, 38039994, 39707228, 39964561, 38607245]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,14,microsoft/Phi-mini-MoE-instruct,4,30,1601985365,2868932415,1266947050,37387935,77095163,47594075,"[39964561, 38607245, 39671643, 42742616, 40759682, 39658538, 41076911, 41091261, 41116968, 58018078, 41969821, 41304397, 41304397, 41304397, 105426026, 42972901, 82002139, 53150645, 51974509, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,33,microsoft/Phi-mini-MoE-instruct,17,25,2833725503,3224570594,390845091,35206912,79606998,44462584,"[44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 45502941]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,40,microsoft/Phi-mini-MoE-instruct,536,538,3568927593,3782481488,213553895,67650359,162069642,51484253,[51484253],0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,3,microsoft/Phi-mini-MoE-instruct,26,244,570907775,10112399339,9541491564,27525536,64081709,43674699,"[35660214, 33717439, 33717439, 33717439, 33717439, 33717439, 45210565, 34371044, 85939156, 35020441, 83820112, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 38137062, 36687638, 36687638, 36687638, 38568439, 38039994, 39707228, 39964561, 38607245, 39671643, 42742616, 40759682, 39658538, 41076911, 41091261, 41116968, 58018078, 41969821, 41304397, 41304397, 41304397, 105426026, 42972901, 82002139, 53150645, 51974509, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 44400086, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 45502941, 44289192, 44289192, 44289192, 46275158, 69634681, 45342486, 117887457, 94419283, 51484253, 46033913, 46033913, 46033913, 116647276, 48450737, 48060649, 48238537, 47665265, 48568485, 129603670, 48063261, 48063261, 48063261, 48063261, 51092442, 48453466, 48453466, 32578887, 32578887, 32578887, 298053679, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 583994354, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 33693521, 33693521, 33693521, 38186593, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,6,microsoft/Phi-mini-MoE-instruct,11,289,610813767,13034937947,12424124180,24175717,59835931,44636419,"[33717439, 33717439, 33717439, 33717439, 33717439, 45210565, 34371044, 85939156, 35020441, 83820112, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 38137062, 36687638, 36687638, 36687638, 38568439, 38039994, 39707228, 39964561, 38607245, 39671643, 42742616, 40759682, 39658538, 41076911, 41091261, 41116968, 58018078, 41969821, 41304397, 41304397, 41304397, 105426026, 42972901, 82002139, 53150645, 51974509, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 44400086, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 45502941, 44289192, 44289192, 44289192, 46275158, 69634681, 45342486, 117887457, 94419283, 51484253, 46033913, 46033913, 46033913, 116647276, 48450737, 48060649, 48238537, 47665265, 48568485, 129603670, 48063261, 48063261, 48063261, 48063261, 51092442, 48453466, 48453466, 1481975199, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 139267156, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616]",0,0,0,CXL,0,12582912,0,12582912,12582912,12582912,1.0,hot,0,0,0,0,1.0,25165824
0,2,microsoft/Phi-mini-MoE-instruct,20,325,479613520,13069471394,12589857874,19145763,54256235,41235531,"[32281778, 32281778, 36556173, 35660214, 33717439, 33717439, 33717439, 33717439, 33717439, 45210565, 34371044, 85939156, 35020441, 83820112, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 38137062, 36687638, 36687638, 36687638, 38568439, 38039994, 39707228, 39964561, 38607245, 39671643, 42742616, 40759682, 39658538, 41076911, 41091261, 41116968, 58018078, 41969821, 41304397, 41304397, 41304397, 105426026, 42972901, 82002139, 53150645, 51974509, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 44400086, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 45502941, 44289192, 44289192, 44289192, 46275158, 69634681, 45342486, 117887457, 94419283, 51484253, 46033913, 46033913, 46033913, 116647276, 48450737, 48060649, 48238537, 47665265, 48568485, 129603670, 48063261, 48063261, 48063261, 48063261, 51092442, 48453466, 48453466, 32578887, 32578887, 32578887, 298053679, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 583994354, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 33693521, 33693521, 33693521, 38186593, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 34533447]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,5,microsoft/Phi-mini-MoE-instruct,11,374,604829891,15382232115,14777402224,30159593,65819807,40639730,"[33717439, 33717439, 33717439, 33717439, 33717439, 45210565, 34371044, 85939156, 35020441, 83820112, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 38137062, 36687638, 36687638, 36687638, 38568439, 38039994, 39707228, 39964561, 38607245, 39671643, 42742616, 40759682, 39658538, 41076911, 41091261, 41116968, 58018078, 41969821, 41304397, 41304397, 41304397, 105426026, 42972901, 82002139, 53150645, 51974509, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 44400086, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 45502941, 44289192, 44289192, 44289192, 46275158, 69634681, 45342486, 117887457, 94419283, 51484253, 46033913, 46033913, 46033913, 116647276, 48450737, 48060649, 48238537, 47665265, 48568485, 129603670, 48063261, 48063261, 48063261, 48063261, 51092442, 48453466, 48453466, 32578887, 32578887, 32578887, 298053679, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 583994354, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 139267156, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 34533447, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,0,microsoft/Phi-mini-MoE-instruct,94,537,46926808,16689917065,16642990257,0,34964807,37574718,"[31928432, 31928432, 31928432, 31928432, 31928432, 31928432, 31928432, 31928432, 31928432, 34692238, 31606514, 31606514, 31606514, 35110472, 32281778, 32281778, 36556173, 35660214, 33717439, 33717439, 33717439, 33717439, 33717439, 45210565, 34371044, 85939156, 35020441, 83820112, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 38137062, 36687638, 36687638, 36687638, 38568439, 38039994, 39707228, 39964561, 38607245, 39671643, 42742616, 40759682, 39658538, 41076911, 41091261, 41116968, 58018078, 41969821, 41304397, 41304397, 41304397, 105426026, 42972901, 82002139, 53150645, 51974509, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 44400086, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 45502941, 44289192, 44289192, 44289192, 46275158, 69634681, 45342486, 117887457, 94419283, 51484253, 46033913, 46033913, 46033913, 116647276, 48450737, 48060649, 48238537, 47665265, 48568485, 129603670, 48063261, 48063261, 48063261, 48063261, 51092442, 48453466, 48453466, 32578887, 32578887, 32578887, 32866418, 32866418, 32866418, 32866418, 32866418, 32866418, 32866418, 34312688, 33676065, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34312688, 34991346, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 33693521, 33693521, 33693521, 38186593, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 34533447, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
0,1,microsoft/Phi-mini-MoE-instruct,9,448,347938951,17560745374,17212806423,21308552,56000790,39170789,"[31606514, 31606514, 31606514, 35110472, 32281778, 32281778, 36556173, 35660214, 33717439, 33717439, 33717439, 33717439, 33717439, 45210565, 34371044, 85939156, 35020441, 83820112, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 36370835, 38137062, 36687638, 36687638, 36687638, 38568439, 38039994, 39707228, 39964561, 38607245, 39671643, 42742616, 40759682, 39658538, 41076911, 41091261, 41116968, 58018078, 41969821, 41304397, 41304397, 41304397, 105426026, 42972901, 82002139, 53150645, 51974509, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 44400086, 44289192, 44289192, 44289192, 44289192, 44289192, 44289192, 45502941, 44289192, 44289192, 44289192, 46275158, 69634681, 45342486, 117887457, 94419283, 51484253, 46033913, 46033913, 46033913, 116647276, 48450737, 48060649, 48238537, 47665265, 48568485, 129603670, 48063261, 48063261, 48063261, 48063261, 51092442, 48453466, 48453466, 32578887, 32578887, 32578887, 32866418, 32866418, 32866418, 32866418, 32866418, 32866418, 32866418, 67988753, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 33479367, 583994354, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 34040784, 33693521, 33693521, 33693521, 38186593, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35073343, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35104831, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35170128, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 35249616, 34533447, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35522513, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 35867729, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37336754, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 37426610, 49953438, 36780256, 36780256, 36876231, 36876231, 36876231, 36876231, 36911418, 36780256, 36780256, 36780256, 36780256, 36870079, 38394065, 38394065, 37764848, 37764848, 37764848, 37764848, 37764848, 37764848, 37764848, 37764848]",0,0,0,NPU,0,0,0,0,0,0,1.0,hot,0,0,0,0,1.0,0
